Datasheet,Image,DK Part #,MfrPartNum,Mfr,Supplier,Description,Stock,Price,@ qty,Min Qty, Package,Series,"Part Status",Capacitance,"Tolerance","Voltage - Rated","Temperature Coefficient","Operating Temperature","Features","Ratings","Applications","Failure Rate","Mounting Type","Package / Case","Size / Dimension","Height - Seated (Max)","Thickness (Max)","Lead Spacing","Lead Style"
"https://atceramics.com/userFiles/uploads/pdfs/800b.pdf","//media.digikey.com/Renders/American%20Technical%20Ceramics%20Renders/1111%20(2828%20Metric).jpg","1284-800B1R0BT500XT1KTR-ND,1284-800B1R0BT500XT1KCT-ND,1284-800B1R0BT500XT1KDKR-ND","800B1R0BT500XT1K","American Technical Ceramics","American Technical Ceramics","CAP CER 1PF 500V C0G/NP0 1111","158","4.54","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","ATC 800B","Active","1 pF","±0.1pF","500V","C0G, NP0","-55°C ~ 125°C","High Q, Low Loss, Ultra Low ESR","-","RF, Microwave, High Frequency","-","Surface Mount, MLCC","1111 (2828 Metric)","0.110"" L x 0.110"" W (2.79mm x 2.79mm)","-","0.070"" (1.78mm)","-","-"
"https://datasheets.kyocera-avx.com/600F.pdf","//media.digikey.com/Renders/American%20Technical%20Ceramics%20Renders/0805%20(1.30mm).jpg","1284-1021-2-ND,1284-1021-1-ND,1284-1021-6-ND","600F150FT250XT","American Technical Ceramics","American Technical Ceramics","CAP CER 15PF 250V C0G/NP0 0805","103","1.8","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","ATC 600F","Active","15 pF","±1%","250V","C0G, NP0","-55°C ~ 125°C","High Q, Low Loss, Ultra Low ESR","-","RF, Microwave, High Frequency, Bypass, Decoupling","-","Surface Mount, MLCC","0805 (2012 Metric)","0.079"" L x 0.049"" W (2.01mm x 1.24mm)","-","0.051"" (1.30mm)","-","-"
"https://atceramics.com/userFiles/uploads/pdfs/100a.pdf","//media.digikey.com/Photos/American%20Technical%20Ceramics/MFG_100Axxxxx150XT.jpg","1284-1555-2-ND,1284-1555-1-ND,1284-1555-6-ND","100A0R5BT150XT","American Technical Ceramics","American Technical Ceramics","CAP CER 0.5PF 150V P90 0505","11,569","4.39","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","Porcelain Superchip® ATC 100A","Active","0.5 pF","±0.1pF","150V","P90","-55°C ~ 125°C","High Q, Low Loss, Low ESL","-","RF, Microwave, High Frequency, Bypass, Decoupling","-","Surface Mount, MLCC","0505 (1313 Metric)","0.055"" L x 0.055"" W (1.40mm x 1.40mm)","-","0.057"" (1.45mm)","-","-"
"https://atceramics.com/userFiles/uploads/pdfs/100b.pdf","//media.digikey.com/Renders/American%20Technical%20Ceramics%20Renders/1111%20(2828%20Metric).jpg","1284-100B3R3CT500XT1KTR-ND,1284-100B3R3CT500XT1KCT-ND,1284-100B3R3CT500XT1KDKR-ND","100B3R3CT500XT1K","American Technical Ceramics","American Technical Ceramics","CAP CER 3.3PF 500V P90 1111","4,351","5.15","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","Porcelain Superchip® ATC 100B","Active","3.3 pF","±0.25pF","500V","P90","-55°C ~ 175°C","High Q, Low Loss, Low ESL","-","RF, Microwave, High Frequency, Bypass, Decoupling","-","Surface Mount, MLCC","1111 (2828 Metric)","0.110"" L x 0.110"" W (2.79mm x 2.79mm)","-","0.102"" (2.59mm)","-","-"
"https://atceramics.com/userFiles/uploads/pdfs/100a.pdf","//media.digikey.com/Photos/American%20Technical%20Ceramics/MFG_100Axxxxx150XT.jpg","1284-100A5R6BT150XT1KTR-ND,1284-100A5R6BT150XT1KCT-ND,1284-100A5R6BT150XT1KDKR-ND","100A5R6BT150XT1K","American Technical Ceramics","American Technical Ceramics","CAP CER 5.6PF 150V P90 0505","4,625","4.66","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","Porcelain Superchip® ATC 100A","Active","5.6 pF","±0.1pF","150V","P90","-55°C ~ 125°C","High Q, Low Loss, Low ESL","-","RF, Microwave, High Frequency, Bypass, Decoupling","-","Surface Mount, MLCC","0505 (1313 Metric)","0.055"" L x 0.055"" W (1.40mm x 1.40mm)","-","0.057"" (1.45mm)","-","-"
"https://datasheets.kyocera-avx.com/100B.pdf","//media.digikey.com/Renders/American%20Technical%20Ceramics%20Renders/1111%20(2828%20Metric).jpg","1284-100B3R9CT500XT1KTR-ND,1284-100B3R9CT500XT1KCT-ND,1284-100B3R9CT500XT1KDKR-ND","100B3R9CT500XT1K","American Technical Ceramics","American Technical Ceramics","CAP CER 3.9PF 500V P90 1111","5,037","5.15","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","Porcelain Superchip® ATC 100B","Active","3.9 pF","±0.25pF","500V","P90","-55°C ~ 175°C","High Q, Low Loss, Low ESL","-","RF, Microwave, High Frequency, Bypass, Decoupling","-","Surface Mount, MLCC","1111 (2828 Metric)","0.110"" L x 0.110"" W (2.79mm x 2.79mm)","-","0.102"" (2.59mm)","-","-"
"https://datasheets.kyocera-avx.com/100B.pdf","//media.digikey.com/Renders/American%20Technical%20Ceramics%20Renders/1111%20(2828%20Metric).jpg","1284-100B8R2BT500XT1KTR-ND,1284-100B8R2BT500XT1KCT-ND,1284-100B8R2BT500XT1KDKR-ND","100B8R2BT500XT1K","American Technical Ceramics","American Technical Ceramics","CAP CER 8.2PF 500V P90 1111","4,177","5.94","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","Porcelain Superchip® ATC 100B","Active","8.2 pF","±0.1pF","500V","P90","-55°C ~ 175°C","High Q, Low Loss, Low ESL","-","RF, Microwave, High Frequency, Bypass, Decoupling","-","Surface Mount, MLCC","1111 (2828 Metric)","0.110"" L x 0.110"" W (2.79mm x 2.79mm)","-","0.102"" (2.59mm)","-","-"
"https://atceramics.com/userFiles/uploads/pdfs/100a.pdf","//media.digikey.com/Photos/American%20Technical%20Ceramics/MFG_100Axxxxx150XT.jpg","1284-100A220FT150XT1KTR-ND,1284-100A220FT150XT1KCT-ND,1284-100A220FT150XT1KDKR-ND","100A220FT150XT1K","American Technical Ceramics","American Technical Ceramics","CAP CER 22PF 150V P90 0505","1,115","6.04","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","Porcelain Superchip® ATC 100A","Active","22 pF","±1%","150V","P90","-55°C ~ 125°C","High Q, Low Loss, Low ESL","-","RF, Microwave, High Frequency, Bypass, Decoupling","-","Surface Mount, MLCC","0505 (1313 Metric)","0.055"" L x 0.055"" W (1.40mm x 1.40mm)","-","0.057"" (1.45mm)","-","-"
"https://datasheets.kyocera-avx.com/100A.pdf","//media.digikey.com/Photos/American%20Technical%20Ceramics/MFG_100Axxxxx150XT.jpg","1284-100A1R1BT150XT1KTR-ND,1284-100A1R1BT150XT1KCT-ND,1284-100A1R1BT150XT1KDKR-ND","100A1R1BT150XT1K","American Technical Ceramics","American Technical Ceramics","CAP CER 1.1PF 150V P90 0505","501","4.51","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","Porcelain Superchip® ATC 100A","Active","1.1 pF","±0.1pF","150V","P90","-55°C ~ 125°C","High Q, Low Loss, Low ESL","-","RF, Microwave, High Frequency, Bypass, Decoupling","-","Surface Mount, MLCC","0505 (1313 Metric)","0.055"" L x 0.055"" W (1.40mm x 1.40mm)","-","0.057"" (1.45mm)","-","-"
"https://datasheets.kyocera-avx.com/100B.pdf","//media.digikey.com/Renders/American%20Technical%20Ceramics%20Renders/1111%20(2828%20Metric).jpg","1284-1585-2-ND,1284-1585-1-ND,1284-1585-6-ND","100B121JTN500XT","American Technical Ceramics","American Technical Ceramics","CAP CER 120PF 500V P90 1111","42","6.3","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","Porcelain Superchip® ATC 100B","Active","120 pF","±5%","500V","P90","-55°C ~ 175°C","High Q, Low Loss, Low ESL","-","RF, Microwave, High Frequency, Bypass, Decoupling","-","Surface Mount, MLCC","1111 (2828 Metric)","0.110"" L x 0.110"" W (2.79mm x 2.79mm)","-","0.102"" (2.59mm)","-","-"
"https://datasheets.kyocera-avx.com/100B.pdf","//media.digikey.com/Renders/American%20Technical%20Ceramics%20Renders/1111%20(2828%20Metric).jpg","1284-100B270GTN500XT1KTR-ND,1284-100B270GTN500XT1KCT-ND,1284-100B270GTN500XT1KDKR-ND","100B270GTN500XT1K","American Technical Ceramics","American Technical Ceramics","CAP CER 27PF 500V P90 1111","398","7.57","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","Porcelain Superchip® ATC 100B","Active","27 pF","±2%","500V","P90","-55°C ~ 175°C","High Q, Low Loss, Low ESL","-","RF, Microwave, High Frequency, Bypass, Decoupling","-","Surface Mount, MLCC","1111 (2828 Metric)","0.110"" L x 0.110"" W (2.79mm x 2.79mm)","-","0.102"" (2.59mm)","-","-"
"https://atceramics.com/userFiles/uploads/pdfs/slc_catalog.pdf","-","1284-1750-ND","111TG101M100TT","American Technical Ceramics","American Technical Ceramics","CAP CER 100PF 100V NONSTND","700","1.8295","0","100","Tray","ATC 111","Active","100 pF","±20%","100V","L","-55°C ~ 125°C","-","-","General Purpose","-","Surface Mount, MLCC","Nonstandard SMD","0.025"" L x 0.025"" W (0.64mm x 0.64mm)","-","0.012"" (0.30mm)","-","-"
"https://datasheets.kyocera-avx.com/700A.pdf","//media.digikey.com/Renders/American%20Technical%20Ceramics%20Renders/0606%20(1616%20Metric).jpg","1284-1726-2-ND,1284-1726-1-ND,1284-1726-6-ND","700A101GT150XT","American Technical Ceramics","American Technical Ceramics","CAP CER 100PF 150V C0G/NP0 0505","718","4.55","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","ATC 700A","Active","100 pF","±2%","150V","C0G, NP0","-55°C ~ 125°C","Low ESL","-","RF, Microwave, High Frequency, Bypass, Decoupling","-","Surface Mount, MLCC","0505 (1313 Metric)","0.055"" L x 0.055"" W (1.40mm x 1.40mm)","-","0.057"" (1.45mm)","-","-"
"https://atceramics.com/userFiles/uploads/pdfs/800a.pdf","//media.digikey.com/Renders/American%20Technical%20Ceramics%20Renders/0606%20(1616%20Metric).jpg","1284-800A3R0BT250XT4KTR-ND,1284-800A3R0BT250XT4KCT-ND,1284-800A3R0BT250XT4KDKR-ND","800A3R0BT250XT4K","American Technical Ceramics","American Technical Ceramics","CAP CER 3PF 250V C0G/NP0 0505","2,943","3.43","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","ATC 800A","Active","3 pF","±0.1pF","250V","C0G, NP0","-55°C ~ 125°C","Ultra Low ESR","-","RF, Microwave, High Frequency, Bypass, Decoupling","-","Surface Mount, MLCC","0505 (1313 Metric)","0.055"" L x 0.055"" W (1.40mm x 1.40mm)","-","0.057"" (1.45mm)","-","-"
"https://datasheets.kyocera-avx.com/600L.pdf","//media.digikey.com/Renders/American%20Technical%20Ceramics%20Renders/0402%20(1005%20Metric).jpg","1284-1926-2-ND,1284-1926-1-ND,1284-1926-6-ND","600L5R6CT200T","American Technical Ceramics","American Technical Ceramics","CAP CER 5.6PF 200V NP0 0402","25,413","0.89","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","ATC 600L","Active","5.6 pF","±0.25pF","200V","C0G, NP0","-55°C ~ 125°C","High Q, Low Loss, Ultra Low ESR","-","RF, Microwave, High Frequency, Bypass, Decoupling","-","Surface Mount, MLCC","0402 (1005 Metric)","0.040"" L x 0.020"" W (1.02mm x 0.51mm)","-","0.024"" (0.60mm)","-","-"
"https://atceramics.com/userFiles/uploads/pdfs/600l.pdf","//media.digikey.com/Renders/American%20Technical%20Ceramics%20Renders/0402%20(1005%20Metric).jpg","1284-1096-2-ND,1284-1096-1-ND,1284-1096-6-ND","600L100JT200T","American Technical Ceramics","American Technical Ceramics","CAP CER 10PF 200V C0G/NP0 0402","141,682","0.84","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","ATC 600L","Active","10 pF","±5%","200V","C0G, NP0","-55°C ~ 125°C","High Q, Low Loss, Ultra Low ESR","-","RF, Microwave, High Frequency, Bypass, Decoupling","-","Surface Mount, MLCC","0402 (1005 Metric)","0.040"" L x 0.020"" W (1.02mm x 0.51mm)","-","0.024"" (0.60mm)","-","-"
"https://datasheets.kyocera-avx.com/600S.pdf","//media.digikey.com/Renders/American%20Technical%20Ceramics%20Renders/0603%20(1608%20Metric).jpg","1284-1225-2-ND,1284-1225-1-ND,1284-1225-6-ND","600S4R7AT250XT","American Technical Ceramics","American Technical Ceramics","CAP CER 4.7PF 250V C0G/NP0 0603","7,265","1.58","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","ATC 600S","Active","4.7 pF","±0.05pF","250V","C0G, NP0","-55°C ~ 125°C","High Q, Low Loss, Ultra Low ESR","-","RF, Microwave, High Frequency, Bypass, Decoupling","-","Surface Mount, MLCC","0603 (1608 Metric)","0.063"" L x 0.032"" W (1.60mm x 0.81mm)","-","0.035"" (0.89mm)","-","-"
"https://datasheets.kyocera-avx.com/600L.pdf","//media.digikey.com/Renders/American%20Technical%20Ceramics%20Renders/0402%20(1005%20Metric).jpg","1284-1113-2-ND,1284-1113-1-ND,1284-1113-6-ND","600L200FT200T","American Technical Ceramics","American Technical Ceramics","CAP CER 20PF 200V C0G/NP0 0402","27,683","1.61","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","ATC 600L","Active","20 pF","±1%","200V","C0G, NP0","-55°C ~ 125°C","High Q, Low Loss, Ultra Low ESR","-","RF, Microwave, High Frequency, Bypass, Decoupling","-","Surface Mount, MLCC","0402 (1005 Metric)","0.040"" L x 0.020"" W (1.02mm x 0.51mm)","-","0.024"" (0.60mm)","-","-"
"https://atceramics.com/userFiles/uploads/pdfs/600l.pdf","//media.digikey.com/Renders/American%20Technical%20Ceramics%20Renders/0402%20(1005%20Metric).jpg","1284-1360-2-ND,1284-1360-1-ND,1284-1360-6-ND","600L1R8AT200T","American Technical Ceramics","American Technical Ceramics","CAP CER 1.8PF 200V C0G/NP0 0402","12,986","2.04","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","ATC 600L","Active","1.8 pF","±0.05pF","200V","C0G, NP0","-55°C ~ 125°C","High Q, Low Loss, Ultra Low ESR","-","RF, Microwave, High Frequency, Bypass, Decoupling","-","Surface Mount, MLCC","0402 (1005 Metric)","0.040"" L x 0.020"" W (1.02mm x 0.51mm)","-","0.024"" (0.60mm)","-","-"
"https://datasheets.kyocera-avx.com/800B.pdf","//media.digikey.com/Renders/American%20Technical%20Ceramics%20Renders/1111%20(2828%20Metric).jpg","1284-800B1R8BT500XT1KTR-ND,1284-800B1R8BT500XT1KCT-ND,1284-800B1R8BT500XT1KDKR-ND","800B1R8BT500XT1K","American Technical Ceramics","American Technical Ceramics","CAP CER 1.8PF 500V C0G/NP0 1111","8,544","4.54","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","ATC 800B","Active","1.8 pF","±0.1pF","500V","C0G, NP0","-55°C ~ 125°C","High Q, Low Loss, Ultra Low ESR","-","RF, Microwave, High Frequency","-","Surface Mount, MLCC","1111 (2828 Metric)","0.110"" L x 0.110"" W (2.79mm x 2.79mm)","-","0.070"" (1.78mm)","-","-"
"https://datasheets.kyocera-avx.com/600S.pdf","//media.digikey.com/Renders/American%20Technical%20Ceramics%20Renders/0603%20(1608%20Metric).jpg","1284-600S1R2BT250XT4KTR-ND,1284-600S1R2BT250XT4KCT-ND,1284-600S1R2BT250XT4KDKR-ND","600S1R2BT250XT4K","American Technical Ceramics","American Technical Ceramics","CAP CER 1.2PF 250V C0G/NP0 0603","50,551","0.83","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","ATC 600S","Active","1.2 pF","±0.1pF","250V","C0G, NP0","-55°C ~ 125°C","High Q, Low Loss, Ultra Low ESR","-","RF, Microwave, High Frequency, Bypass, Decoupling","-","Surface Mount, MLCC","0603 (1608 Metric)","0.063"" L x 0.032"" W (1.60mm x 0.81mm)","-","0.035"" (0.89mm)","-","-"
"https://datasheets.kyocera-avx.com/600L.pdf","//media.digikey.com/Renders/American%20Technical%20Ceramics%20Renders/0402%20(1005%20Metric).jpg","1284-1110-2-ND,1284-1110-1-ND,1284-1110-6-ND","600L1R5BT200T","American Technical Ceramics","American Technical Ceramics","CAP CER 1.5PF 200V C0G/NP0 0402","4,648","0.83","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","ATC 600L","Active","1.5 pF","±0.1pF","200V","C0G, NP0","-55°C ~ 125°C","High Q, Low Loss, Ultra Low ESR","-","RF, Microwave, High Frequency, Bypass, Decoupling","-","Surface Mount, MLCC","0402 (1005 Metric)","0.040"" L x 0.020"" W (1.02mm x 0.51mm)","-","0.024"" (0.60mm)","-","-"
"https://datasheets.kyocera-avx.com/600L.pdf","//media.digikey.com/Renders/American%20Technical%20Ceramics%20Renders/0402%20(1005%20Metric).jpg","1284-1137-2-ND,1284-1137-1-ND,1284-1137-6-ND","600L9R1BT200T","American Technical Ceramics","American Technical Ceramics","CAP CER 9.1PF 200V C0G/NP0 0402","14,730","1.4","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","ATC 600L","Active","9.1 pF","±0.1pF","200V","C0G, NP0","-55°C ~ 125°C","High Q, Low Loss, Ultra Low ESR","-","RF, Microwave, High Frequency, Bypass, Decoupling","-","Surface Mount, MLCC","0402 (1005 Metric)","0.040"" L x 0.020"" W (1.02mm x 0.51mm)","-","0.024"" (0.60mm)","-","-"
"https://atceramics.com/userFiles/uploads/pdfs/600s.pdf","//media.digikey.com/Renders/American%20Technical%20Ceramics%20Renders/0603%20(1608%20Metric).jpg","1284-1193-2-ND,1284-1193-1-ND,1284-1193-6-ND","600S240FT250XT","American Technical Ceramics","American Technical Ceramics","CAP CER 24PF 250V C0G/NP0 0603","5,593","2.16","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","ATC 600S","Active","24 pF","±1%","250V","C0G, NP0","-55°C ~ 125°C","High Q, Low Loss, Ultra Low ESR","-","RF, Microwave, High Frequency, Bypass, Decoupling","-","Surface Mount, MLCC","0603 (1608 Metric)","0.063"" L x 0.032"" W (1.60mm x 0.81mm)","-","0.035"" (0.89mm)","-","-"
"https://atceramics.com/userFiles/uploads/pdfs/600f.pdf","//media.digikey.com/Renders/American%20Technical%20Ceramics%20Renders/0805%20(1.30mm).jpg","1284-1032-2-ND,1284-1032-1-ND,1284-1032-6-ND","600F1R6BT250XT","American Technical Ceramics","American Technical Ceramics","CAP CER 1.6PF 250V C0G/NP0 0805","7,826","1.04","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","ATC 600F","Active","1.6 pF","±0.1pF","250V","C0G, NP0","-55°C ~ 125°C","High Q, Low Loss, Ultra Low ESR","-","RF, Microwave, High Frequency, Bypass, Decoupling","-","Surface Mount, MLCC","0805 (2012 Metric)","0.079"" L x 0.049"" W (2.01mm x 1.24mm)","-","0.051"" (1.30mm)","-","-"
"https://atceramics.com/userFiles/uploads/pdfs/600f.pdf","//media.digikey.com/Renders/American%20Technical%20Ceramics%20Renders/0805%20(1.30mm).jpg","1284-1081-2-ND,1284-1081-1-ND,1284-1081-6-ND","600F910JT250XT","American Technical Ceramics","American Technical Ceramics","CAP CER 91PF 250V C0G/NP0 0805","2,966","1.15","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","ATC 600F","Active","91 pF","±5%","250V","C0G, NP0","-55°C ~ 125°C","High Q, Low Loss, Ultra Low ESR","-","RF, Microwave, High Frequency, Bypass, Decoupling","-","Surface Mount, MLCC","0805 (2012 Metric)","0.079"" L x 0.049"" W (2.01mm x 1.24mm)","-","0.051"" (1.30mm)","-","-"
"https://datasheets.kyocera-avx.com/600S.pdf","//media.digikey.com/Renders/American%20Technical%20Ceramics%20Renders/0603%20(1608%20Metric).jpg","1284-1166-2-ND,1284-1166-1-ND,1284-1166-6-ND","600S110FT250XT","American Technical Ceramics","American Technical Ceramics","CAP CER 11PF 250V C0G/NP0 0603","2,791","1.61","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","ATC 600S","Active","11 pF","±1%","250V","C0G, NP0","-55°C ~ 125°C","High Q, Low Loss, Ultra Low ESR","-","RF, Microwave, High Frequency, Bypass, Decoupling","-","Surface Mount, MLCC","0603 (1608 Metric)","0.063"" L x 0.032"" W (1.60mm x 0.81mm)","-","0.035"" (0.89mm)","-","-"
"https://datasheets.kyocera-avx.com/800B.pdf","//media.digikey.com/Renders/American%20Technical%20Ceramics%20Renders/1111%20(2828%20Metric).jpg","1284-800B560JT500XT1KTR-ND,1284-800B560JT500XT1KCT-ND,1284-800B560JT500XT1KDKR-ND","800B560JT500XT1K","American Technical Ceramics","American Technical Ceramics","CAP CER 56PF 500V C0G/NP0 1111","1,922","2.42","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","ATC 800B","Active","56 pF","±5%","500V","C0G, NP0","-55°C ~ 125°C","High Q, Low Loss, Ultra Low ESR","-","RF, Microwave, High Frequency","-","Surface Mount, MLCC","1111 (2828 Metric)","0.110"" L x 0.110"" W (2.79mm x 2.79mm)","-","0.070"" (1.78mm)","-","-"
"https://datasheets.kyocera-avx.com/800B.pdf","//media.digikey.com/Renders/American%20Technical%20Ceramics%20Renders/1111%20(2828%20Metric).jpg","1284-800B471JT200XT1KTR-ND,1284-800B471JT200XT1KCT-ND,1284-800B471JT200XT1KDKR-ND","800B471JT200XT1K","American Technical Ceramics","American Technical Ceramics","CAP CER 470PF 200V C0G/NP0 1111","172","3.44","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","ATC 800B","Active","470 pF","±5%","200V","C0G, NP0","-55°C ~ 125°C","High Q, Low Loss, Ultra Low ESR","-","RF, Microwave, High Frequency","-","Surface Mount, MLCC","1111 (2828 Metric)","0.110"" L x 0.110"" W (2.79mm x 2.79mm)","-","0.070"" (1.78mm)","-","-"
"https://atceramics.com/userFiles/uploads/pdfs/600s.pdf","//media.digikey.com/Renders/American%20Technical%20Ceramics%20Renders/0603%20(1608%20Metric).jpg","1284-1224-2-ND,1284-1224-1-ND,1284-1224-6-ND","600S4R3AT250XT","American Technical Ceramics","American Technical Ceramics","CAP CER 4.3PF 250V C0G/NP0 0603","26,021","1.58","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","ATC 600S","Active","4.3 pF","±0.05pF","250V","C0G, NP0","-55°C ~ 125°C","High Q, Low Loss, Ultra Low ESR","-","RF, Microwave, High Frequency, Bypass, Decoupling","-","Surface Mount, MLCC","0603 (1608 Metric)","0.063"" L x 0.032"" W (1.60mm x 0.81mm)","-","0.035"" (0.89mm)","-","-"
"https://datasheets.kyocera-avx.com/600L.pdf","//media.digikey.com/Renders/American%20Technical%20Ceramics%20Renders/0402%20(1005%20Metric).jpg","1284-1355-2-ND,1284-1355-1-ND,1284-1355-6-ND","600L0R4BT200T","American Technical Ceramics","American Technical Ceramics","CAP CER 0.4PF 200V C0G/NP0 0402","5,630","1.05","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","ATC 600L","Active","0.4 pF","±0.1pF","200V","C0G, NP0","-55°C ~ 125°C","High Q, Low Loss, Ultra Low ESR","-","RF, Microwave, High Frequency, Bypass, Decoupling","-","Surface Mount, MLCC","0402 (1005 Metric)","0.040"" L x 0.020"" W (1.02mm x 0.51mm)","-","0.024"" (0.60mm)","-","-"
"https://atceramics.com/userFiles/uploads/pdfs/800b.pdf","//media.digikey.com/Renders/American%20Technical%20Ceramics%20Renders/1111%20(2828%20Metric).jpg","1284-800B6R8BT500XT1KTR-ND,1284-800B6R8BT500XT1KCT-ND,1284-800B6R8BT500XT1KDKR-ND","800B6R8BT500XT1K","American Technical Ceramics","American Technical Ceramics","CAP CER 6.8PF 500V C0G/NP0 1111","3,825","4.6","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","ATC 800B","Active","6.8 pF","±0.1pF","500V","C0G, NP0","-55°C ~ 125°C","High Q, Low Loss, Ultra Low ESR","-","RF, Microwave, High Frequency","-","Surface Mount, MLCC","1111 (2828 Metric)","0.110"" L x 0.110"" W (2.79mm x 2.79mm)","-","0.070"" (1.78mm)","-","-"
"https://atceramics.com/userFiles/uploads/pdfs/800b.pdf","//media.digikey.com/Renders/American%20Technical%20Ceramics%20Renders/1111%20(2828%20Metric).jpg","1284-800B7R5BT500XT1KTR-ND,1284-800B7R5BT500XT1KCT-ND,1284-800B7R5BT500XT1KDKR-ND","800B7R5BT500XT1K","American Technical Ceramics","American Technical Ceramics","CAP CER 7.5PF 500V C0G/NP0 1111","1,716","4.6","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","ATC 800B","Active","7.5 pF","±0.1pF","500V","C0G, NP0","-55°C ~ 125°C","High Q, Low Loss, Ultra Low ESR","-","RF, Microwave, High Frequency","-","Surface Mount, MLCC","1111 (2828 Metric)","0.110"" L x 0.110"" W (2.79mm x 2.79mm)","-","0.070"" (1.78mm)","-","-"
"https://atceramics.com/userFiles/uploads/pdfs/700b.pdf","//media.digikey.com/Renders/American%20Technical%20Ceramics%20Renders/1111%20(2828%20Metric).jpg","1284-700B272KTN50XT1KTR-ND,1284-700B272KTN50XT1KCT-ND,1284-700B272KTN50XT1KDKR-ND","700B272KTN50XT1K","American Technical Ceramics","American Technical Ceramics","CAP CER 2700PF 50V C0G/NP0 1111","1,900","7.06","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","ATC 700B","Active","2700 pF","±10%","50V","C0G, NP0","-55°C ~ 125°C","Low ESL","-","RF, Microwave, High Frequency, Bypass, Decoupling","-","Surface Mount, MLCC","1111 (2828 Metric)","0.110"" L x 0.110"" W (2.79mm x 2.79mm)","-","0.102"" (2.59mm)","-","-"
"https://atceramics.com/userFiles/uploads/pdfs/600f.pdf","//media.digikey.com/Renders/American%20Technical%20Ceramics%20Renders/0805%20(1.30mm).jpg","1284-1078-2-ND,1284-1078-1-ND,1284-1078-6-ND","600F8R2BT250XT","American Technical Ceramics","American Technical Ceramics","CAP CER 8.2PF 250V C0G/NP0 0805","1,704","1.67","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","ATC 600F","Active","8.2 pF","±0.1pF","250V","C0G, NP0","-55°C ~ 125°C","High Q, Low Loss, Ultra Low ESR","-","RF, Microwave, High Frequency, Bypass, Decoupling","-","Surface Mount, MLCC","0805 (2012 Metric)","0.079"" L x 0.049"" W (2.01mm x 1.24mm)","-","0.051"" (1.30mm)","-","-"
"https://datasheets.kyocera-avx.com/600F.pdf","//media.digikey.com/Renders/American%20Technical%20Ceramics%20Renders/0805%20(1.30mm).jpg","1284-1030-2-ND,1284-1030-1-ND,1284-1030-6-ND","600F1R5AT250XT","American Technical Ceramics","American Technical Ceramics","CAP CER 1.5PF 250V C0G/NP0 0805","35","1.5","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","ATC 600F","Active","1.5 pF","±0.05pF","250V","C0G, NP0","-55°C ~ 125°C","High Q, Low Loss, Ultra Low ESR","-","RF, Microwave, High Frequency, Bypass, Decoupling","-","Surface Mount, MLCC","0805 (2012 Metric)","0.079"" L x 0.049"" W (2.01mm x 1.24mm)","-","0.051"" (1.30mm)","-","-"
