Datasheet,Image,DK Part #,MfrPartNum,Mfr,Supplier,Description,Stock,Price,@ qty,Min Qty, Package,Series,"Part Status","Capacitance","Tolerance","Voltage - Rated","ESR (Equivalent Series Resistance)","Lifetime @ Temp.","Operating Temperature","Polarization","Ratings","Applications","Ripple Current @ Low Frequency","Ripple Current @ High Frequency","Impedance","Lead Spacing","Size / Dimension","Height - Seated (Max)","Surface Mount Land Size","Mounting Type","Package / Case"
"https://www.cde.com/resources/catalogs/KXM.pdf","//media.digikey.com/Photos/Illinois%20Capacitor/HSM-Series.jpg","1572-1154-ND","477KXM063MQV","Illinois Capacitor","Illinois Capacitor","CAP ALUM 470UF 20% 63V RADIAL","16,878","1.98","0","1","Bulk","KXM","Active","470 µF","±20%","63 V","352.7mOhm @ 120Hz","5000 Hrs @ 105°C","-55°C ~ 105°C","Polar","-","General Purpose","850 mA @ 120 Hz","1.7 A @ 100 kHz","-","0.295"" (7.50mm)","0.630"" Dia (16.00mm)","1.043"" (26.50mm)","-","Through Hole","Radial, Can"
"https://www.cde.com/resources/catalogs/CKH_CKE.pdf","//media.digikey.com/Photos/Illinois%20Capacitor/CKH-Series_12-17%28HT%29.jpg","1572-1043-ND","107CKH063M","Illinois Capacitor","Illinois Capacitor","CAP ALUM 100UF 20% 63V RADIAL","842","0.74","0","1","Bulk","CKH","Active","100 µF","±20%","63 V","1.4921Ohm @ 120Hz","2000 Hrs @ 105°C","-40°C ~ 105°C","Polar","-","General Purpose","260 mA @ 120 Hz","390 mA @ 100 kHz","-","0.197"" (5.00mm)","0.394"" Dia (10.00mm)","0.551"" (14.00mm)","-","Through Hole","Radial, Can"
"https://www.cde.com/resources/catalogs/CKH_CKE.pdf","//media.digikey.com/Photos/Illinois%20Capacitor/CKH-Series_21-31%28HT%29.jpg","1572-1057-ND","108CKH050M","Illinois Capacitor","Illinois Capacitor","CAP ALUM 1000UF 20% 50V RADIAL","658","1.86","0","1","Bulk","CKH","Active","1000 µF","±20%","50 V","166mOhm @ 120Hz","2000 Hrs @ 105°C","-40°C ~ 105°C","Polar","-","General Purpose","1.01 A @ 120 Hz","1.414 A @ 100 kHz","-","0.295"" (7.50mm)","0.630"" Dia (16.00mm)","1.043"" (26.50mm)","-","Through Hole","Radial, Can"
"https://www.cde.com/resources/catalogs/CKR_CKS.pdf","//media.digikey.com/Photos/Illinois%20Capacitor/CKS-Series.jpg","1572-1158-ND","478CKS025M","Illinois Capacitor","Illinois Capacitor","CAP ALUM 4700UF 20% 25V RADIAL","910","3.21","0","1","Bulk","CKS","Active","4700 µF","±20%","25 V","78mOhm @ 120Hz","2000 Hrs @ 85°C","-40°C ~ 85°C","Polar","-","General Purpose","2.855 A @ 120 Hz","3.997 A @ 100 kHz","-","0.295"" (7.50mm)","0.630"" Dia (16.00mm)","1.240"" (31.50mm)","-","Through Hole","Radial, Can"
"https://www.cde.com/resources/catalogs/TTA.pdf","//media.digikey.com/Photos/Illinois%20Capacitor/336TTA160M.jpg","1572-1440-ND","337TTA100M","Illinois Capacitor","Illinois Capacitor","CAP ALUM 330UF 20% 100V AXIAL","241","3.17","0","1","Bulk","TTA","Active","330 µF","±20%","100 V","502.4mOhm @ 120Hz","2000 Hrs @ 85°C","-40°C ~ 85°C","Polar","-","General Purpose","730 mA @ 120 Hz","1.0074 A @ 50 kHz","-","-","0.512"" Dia x 1.220"" L (13.00mm x 31.00mm)","-","-","Through Hole","Axial, Can"
"https://www.cde.com/resources/catalogs/CKH_CKE.pdf","//media.digikey.com/Photos/Illinois%20Capacitor/CKE-Series_12-14%28HT%29.jpg","1572-1474-ND","476CKE050M","Illinois Capacitor","Illinois Capacitor","CAP ALUM 47UF 20% 50V RADIAL","9","0.39","0","1","Bulk","CKE","Active","47 µF","±20%","50 V","3.527Ohm @ 120Hz","2000 Hrs @ 105°C","-40°C ~ 105°C","Polar","-","General Purpose","135 mA @ 120 Hz","310.5 mA @ 100 kHz","-","0.098"" (2.50mm)","0.248"" Dia (6.30mm)","0.492"" (12.50mm)","-","Through Hole","Radial, Can"
"https://www.cde.com/resources/catalogs/TTA.pdf","//media.digikey.com/Photos/Illinois%20Capacitor/336TTA160M.jpg","159TTA025M-ND","159TTA025M","Illinois Capacitor","Illinois Capacitor","CAP ALUM 15000UF 20% 25V AXIAL","5","9.71","0","1","Bulk","TTA","Active","15000 µF","±20%","25 V","48.6mOhm @ 120Hz","2000 Hrs @ 85°C","-40°C ~ 85°C","Polar","-","General Purpose","3.7 A @ 120 Hz","4.736 A @ 50 kHz","-","-","0.984"" Dia x 2.010"" L (25.00mm x 51.00mm)","-","-","Through Hole","Axial, Can"
"https://www.cde.com/resources/catalogs/TTA.pdf","//media.digikey.com/Photos/Illinois%20Capacitor/336TTA160M.jpg","1572-1246-2-ND,1572-1246-1-ND","105TTA050MSD","Illinois Capacitor","Illinois Capacitor","CAP ALUM 1UF 20% 50V AXIAL","4,311","0.78","0","1","Tape & Reel (TR),Cut Tape (CT)","TTA","Active","1 µF","±20%","50 V","165.786Ohm @ 120Hz","2000 Hrs @ 85°C","-40°C ~ 85°C","Polar","-","General Purpose","10 mA @ 120 Hz","17 mA @ 50 kHz","-","-","0.197"" Dia x 0.512"" L (5.00mm x 13.00mm)","-","-","Through Hole","Axial, Can"
"https://www.cde.com/resources/catalogs/TTA.pdf","//media.digikey.com/Photos/Illinois%20Capacitor/336TTA160M.jpg","1572-1035-2-ND,1572-1035-1-ND","106TTA035MSD","Illinois Capacitor","Illinois Capacitor","CAP ALUM 10UF 20% 35V AXIAL","17,373","0.74","0","1","Tape & Reel (TR),Cut Tape (CT)","TTA","Active","10 µF","±20%","35 V","19.894Ohm @ 120Hz","2000 Hrs @ 85°C","-40°C ~ 85°C","Polar","-","General Purpose","41 mA @ 120 Hz","-","-","-","0.197"" Dia x 0.512"" L (5.00mm x 13.00mm)","-","-","Through Hole","Axial, Can"
"https://www.cde.com/resources/catalogs/TTA.pdf","//media.digikey.com/Photos/Illinois%20Capacitor/336TTA160M.jpg","1572-1163-ND","478TTA025M","Illinois Capacitor","Illinois Capacitor","CAP ALUM 4700UF 20% 25V AXIAL","3,980","5.1","0","1","Bulk","TTA","Active","4700 µF","±20%","25 V","81mOhm @ 120Hz","2000 Hrs @ 85°C","-40°C ~ 85°C","Polar","-","General Purpose","2.19 A @ 120 Hz","2.8032 A @ 50 kHz","-","-","0.630"" Dia x 1.614"" L (16.00mm x 41.00mm)","-","-","Through Hole","Axial, Can"
"https://www.cde.com/resources/catalogs/CKH_CKE.pdf","//media.digikey.com/Photos/Illinois%20Capacitor/CKE-Series_12-14%28HT%29.jpg","1572-1736-ND","476CKE063M","Illinois Capacitor","Illinois Capacitor","CAP ALUM 47UF 20% 63V RADIAL","4,179","0.44","0","1","Bulk","CKE","Active","47 µF","±20%","63 V","3.1746Ohm @ 120Hz","2000 Hrs @ 105°C","-40°C ~ 105°C","Polar","-","General Purpose","145 mA @ 120 Hz","333.5 mA @ 100 kHz","-","0.098"" (2.50mm)","0.248"" Dia (6.30mm)","0.492"" (12.50mm)","-","Through Hole","Radial, Can"
"https://www.cde.com/resources/catalogs/TTA.pdf","//media.digikey.com/Photos/Illinois%20Capacitor/336TTA160M.jpg","475TTA160M-ND","475TTA160M","Illinois Capacitor","Illinois Capacitor","CAP ALUM 4.7UF 20% 160V AXIAL","6,561","1.04","0","1","Bulk","TTA","Active","4.7 µF","±20%","160 V","70.5474Ohm @ 120Hz","2000 Hrs @ 85°C","-40°C ~ 85°C","Polar","-","General Purpose","50 mA @ 120 Hz","85 mA @ 50 kHz","-","-","0.315"" Dia x 0.630"" L (8.00mm x 16.00mm)","-","-","Through Hole","Axial, Can"
"https://www.cde.com/resources/catalogs/TTA.pdf","//media.digikey.com/Photos/Illinois%20Capacitor/336TTA160M.jpg","1572-1051-ND","107TTA100M","Illinois Capacitor","Illinois Capacitor","CAP ALUM 100UF 20% 100V AXIAL","3,162","1.98","0","1","Bulk","TTA","Active","100 µF","±20%","100 V","3.316Ohm @ 120Hz","2000 Hrs @ 85°C","-40°C ~ 85°C","Polar","-","General Purpose","310 mA @ 120 Hz","474.3 mA @ 50 kHz","-","-","0.394"" Dia x 1.063"" L (10.00mm x 27.00mm)","-","-","Through Hole","Axial, Can"
"https://www.cde.com/resources/catalogs/TTA.pdf","//media.digikey.com/Photos/Illinois%20Capacitor/336TTA160M.jpg","1572-1395-ND","226TTA500AQW","Illinois Capacitor","Illinois Capacitor","CAP ALUM 22UF 20% 500V AXIAL","326","3.92","0","1","Bulk","TTA","Active","22 µF","±20%","500 V","18.8394Ohm @ 120Hz","2000 Hrs @ 85°C","-25°C ~ 85°C","Polar","-","General Purpose","115 mA @ 120 Hz","175.95 mA @ 50 kHz","-","-","0.630"" Dia x 1.260"" L (16.00mm x 32.00mm)","-","-","Through Hole","Axial, Can"
"https://www.cde.com/resources/catalogs/TTA.pdf","//media.digikey.com/Photos/Illinois%20Capacitor/336TTA160M.jpg","1572-1129-ND","338TTA025M","Illinois Capacitor","Illinois Capacitor","CAP ALUM 3300UF 20% 25V AXIAL","705","4.46","0","1","Bulk","TTA","Active","3300 µF","±20%","25 V","106mOhm @ 120Hz","2000 Hrs @ 85°C","-40°C ~ 85°C","Polar","-","General Purpose","1.7 A @ 120 Hz","2.176 A @ 50 kHz","-","-","0.630"" Dia x 1.220"" L (16.00mm x 31.00mm)","-","-","Through Hole","Axial, Can"
"https://www.cde.com/resources/catalogs/TTA.pdf","//media.digikey.com/Photos/Illinois%20Capacitor/336TTA160M.jpg","335TTA450M-ND","335TTA450M","Illinois Capacitor","Illinois Capacitor","CAP ALUM 3.3UF 20% 450V AXIAL","7,878","1.5","0","1","Bulk","TTA","Active","3.3 µF","±20%","450 V","125.596Ohm @ 120Hz","2000 Hrs @ 85°C","-25°C ~ 85°C","Polar","-","General Purpose","38 mA @ 120 Hz","64.6 mA @ 50 kHz","-","-","0.315"" Dia x 0.787"" L (8.00mm x 20.00mm)","-","-","Through Hole","Axial, Can"
"https://www.cde.com/resources/catalogs/TTA.pdf","//media.digikey.com/Photos/Illinois%20Capacitor/336TTA160M.jpg","478TTA010M-ND","478TTA010M","Illinois Capacitor","Illinois Capacitor","CAP ALUM 4700UF 20% 10V AXIAL","1,663","2.69","0","1","Bulk","TTA","Active","4700 µF","±20%","10 V","112.9mOhm @ 120Hz","2000 Hrs @ 85°C","-40°C ~ 85°C","Polar","-","General Purpose","1.73 A @ 120 Hz","2.2144 A @ 50 kHz","-","-","0.630"" Dia x 1.220"" L (16.00mm x 31.00mm)","-","-","Through Hole","Axial, Can"
"https://www.cde.com/resources/catalogs/CKH_CKE.pdf","//media.digikey.com/Photos/Illinois%20Capacitor/CKH-Series_21-31%28HT%29.jpg","1572-1078-ND","158CKH050M","Illinois Capacitor","Illinois Capacitor","CAP ALUM 1500UF 20% 50V RADIAL","111","3.04","0","1","Bulk","CKH","Active","1500 µF","±20%","50 V","132.6mOhm @ 120Hz","2000 Hrs @ 105°C","-40°C ~ 105°C","Polar","-","General Purpose","1.25 A @ 120 Hz","1.75 A @ 100 kHz","-","0.295"" (7.50mm)","0.709"" Dia (18.00mm)","1.240"" (31.50mm)","-","Through Hole","Radial, Can"
"https://www.cde.com/resources/catalogs/LBB.pdf","//media.digikey.com/Photos/Illinois%20Capacitor/LBB-Series_37-45%28Ht%29.jpg","1572-1517-ND","688LBB050M2CF","Illinois Capacitor","Illinois Capacitor","CAP ALUM 6800UF 20% 50V SNAP","200","6.5","0","1","Bulk","LBB","Active","6800 µF","±20%","50 V","48.76mOhm @ 120Hz","3000 Hrs @ 85°C","-40°C ~ 85°C","Polar","-","General Purpose","3.81 A @ 120 Hz","4.7625 A @ 10 kHz","-","0.394"" (10.00mm)","0.984"" Dia (25.00mm)","1.654"" (42.00mm)","-","Through Hole","Radial, Can - Snap-In"
"https://www.cde.com/resources/catalogs/TTA.pdf","//media.digikey.com/Photos/Illinois%20Capacitor/336TTA160M.jpg","1572-1486-ND","476TTA350M","Illinois Capacitor","Illinois Capacitor","CAP ALUM 47UF 20% 350V AXIAL","106","4.46","0","1","Bulk","TTA","Active","47 µF","±20%","350 V","7.055Ohm @ 120Hz","2000 Hrs @ 85°C","-40°C ~ 85°C","Polar","-","General Purpose","290 mA @ 120 Hz","443.7 mA @ 50 kHz","-","-","0.630"" Dia x 1.614"" L (16.00mm x 41.00mm)","-","-","Through Hole","Axial, Can"
"https://www.cde.com/resources/catalogs/TTA.pdf","//media.digikey.com/Photos/Illinois%20Capacitor/336TTA160M.jpg","1572-1165-ND","478TTA050M","Illinois Capacitor","Illinois Capacitor","CAP ALUM 4700UF 20% 50V AXIAL","135","7.64","0","1","Bulk","TTA","Active","4700 µF","±20%","50 V","63.5mOhm @ 120Hz","2000 Hrs @ 85°C","-40°C ~ 85°C","Polar","-","General Purpose","2.51 A @ 120 Hz","3.2128 A @ 50 kHz","-","-","0.866"" Dia x 2.010"" L (22.00mm x 51.00mm)","-","-","Through Hole","Axial, Can"
"https://www.cde.com/resources/catalogs/CKH_CKE.pdf","//media.digikey.com/Photos/Illinois%20Capacitor/CKH-Series_12-17%28HT%29.jpg","1572-1647-ND","106CKH250M","Illinois Capacitor","Illinois Capacitor","CAP ALUM 10UF 20% 250V RADIAL","316","0.78","0","1","Bulk","CKH","Active","10 µF","±20%","250 V","24.868Ohm @ 120Hz","2000 Hrs @ 105°C","-25°C ~ 105°C","Polar","-","General Purpose","90 mA @ 120 Hz","162 mA @ 100 kHz","-","0.197"" (5.00mm)","0.394"" Dia (10.00mm)","0.689"" (17.50mm)","-","Through Hole","Radial, Can"
"https://www.cde.com/resources/catalogs/TTA.pdf","//media.digikey.com/Photos/Illinois%20Capacitor/336TTA160M.jpg","1572-1405-ND","227TTA025M","Illinois Capacitor","Illinois Capacitor","CAP ALUM 220UF 20% 25V AXIAL","234","0.89","0","1","Bulk","TTA","Active","220 µF","±20%","25 V","1.2057Ohm @ 120Hz","2000 Hrs @ 85°C","-40°C ~ 85°C","Polar","-","General Purpose","280 mA @ 120 Hz","386.4 mA @ 50 kHz","-","-","0.315"" Dia x 0.630"" L (8.00mm x 16.00mm)","-","-","Through Hole","Axial, Can"
"https://www.cde.com/resources/catalogs/CKH_CKE.pdf","//media.digikey.com/Photos/Illinois%20Capacitor/CKH-Series_21-31%28HT%29.jpg","1572-1441-ND","338CKH025M","Illinois Capacitor","Illinois Capacitor","CAP ALUM 3300UF 20% 25V RADIAL","202","1.73","0","1","Bulk","CKH","Active","3300 µF","±20%","25 V","100.5mOhm @ 120Hz","2000 Hrs @ 105°C","-40°C ~ 105°C","Polar","-","General Purpose","1.8 A @ 120 Hz","2.52 A @ 100 kHz","-","0.295"" (7.50mm)","0.630"" Dia (16.00mm)","1.240"" (31.50mm)","-","Through Hole","Radial, Can"
"https://www.cde.com/resources/catalogs/TTA.pdf","//media.digikey.com/Photos/Illinois%20Capacitor/336TTA160M.jpg","1572-1472-ND","475TTA450M","Illinois Capacitor","Illinois Capacitor","CAP ALUM 4.7UF 20% 450V AXIAL","71","1.81","0","1","Bulk","TTA","Active","4.7 µF","±20%","450 V","88.184Ohm @ 120Hz","2000 Hrs @ 85°C","-25°C ~ 85°C","Polar","-","General Purpose","50 mA @ 120 Hz","85 mA @ 50 kHz","-","-","0.394"" Dia x 1.024"" L (10.00mm x 26.00mm)","-","-","Through Hole","Axial, Can"
"https://www.cde.com/resources/catalogs/TTA.pdf","//media.digikey.com/Photos/Illinois%20Capacitor/336TTA160M.jpg","1572-1247-2-ND,1572-1247-1-ND","106TTA050MSD","Illinois Capacitor","Illinois Capacitor","CAP ALUM 10UF 20% 50V AXIAL","7,455","0.86","0","1","Tape & Reel (TR),Cut Tape (CT)","TTA","Active","10 µF","±20%","50 V","19.8944Ohm @ 120Hz","2000 Hrs @ 85°C","-40°C ~ 85°C","Polar","-","General Purpose","50 mA @ 120 Hz","85 mA @ 50 kHz","-","-","0.197"" Dia x 0.512"" L (5.00mm x 13.00mm)","-","-","Through Hole","Axial, Can"
"https://www.cde.com/resources/catalogs/KXM.pdf","//media.digikey.com/Photos/Illinois%20Capacitor/HSM-Series.jpg","1572-1316-ND","108KXM035M","Illinois Capacitor","Illinois Capacitor","CAP ALUM 1000UF 20% 35V RADIAL","3,950","1.43","0","1","Bulk","KXM","Active","1000 µF","±20%","35 V","198.9mOhm @ 120Hz","5000 Hrs @ 105°C","-55°C ~ 105°C","Polar","-","General Purpose","1.662 A @ 120 Hz","2.77 A @ 100 kHz","45 mOhms","0.197"" (5.00mm)","0.492"" Dia (12.50mm)","1.063"" (27.00mm)","-","Through Hole","Radial, Can"
"https://www.cde.com/resources/catalogs/KXM.pdf","-","1572-1387-ND","226KXM050M","Illinois Capacitor","Illinois Capacitor","CAP ALUM 22UF 20% 50V RADIAL","16,425","0.25","0","1","Bulk","KXM","Active","22 µF","±20%","50 V","7.5357Ohm @ 120Hz","2000 Hrs @ 105°C","-55°C ~ 105°C","Polar","-","General Purpose","95.2 mA @ 120 Hz","238 mA @ 100 kHz","1.18 Ohms","0.079"" (2.00mm)","0.197"" Dia (5.00mm)","0.492"" (12.50mm)","-","Through Hole","Radial, Can"
"https://www.cde.com/resources/catalogs/CKH_CKE.pdf","//media.digikey.com/Photos/Illinois%20Capacitor/CKE-Series_12-14%28HT%29.jpg","1572-1039-ND","107CKE025MEM","Illinois Capacitor","Illinois Capacitor","CAP ALUM 100UF 20% 25V RADIAL","13,755","0.38","0","1","Bulk","CKE","Active","100 µF","±20%","25 V","2.321Ohm @ 120Hz","2000 Hrs @ 105°C","-40°C ~ 105°C","Polar","-","General Purpose","125 mA @ 120 Hz","206.25 mA @ 100 kHz","-","0.079"" (2.00mm)","0.197"" Dia (5.00mm)","0.492"" (12.50mm)","-","Through Hole","Radial, Can"
"https://www.cde.com/resources/catalogs/CKH_CKE.pdf","//media.digikey.com/Photos/Illinois%20Capacitor/CKH-Series_12-17%28HT%29.jpg","1572-1475-ND","476CKH025M","Illinois Capacitor","Illinois Capacitor","CAP ALUM 47UF 20% 25V RADIAL","67,396","0.27","0","1","Bulk","CKH","Active","47 µF","±20%","25 V","4.9383Ohm @ 120Hz","2000 Hrs @ 105°C","-40°C ~ 105°C","Polar","-","General Purpose","100 mA @ 120 Hz","230 mA @ 100 kHz","-","0.079"" (2.00mm)","0.197"" Dia (5.00mm)","0.492"" (12.50mm)","-","Through Hole","Radial, Can"
"https://www.cde.com/resources/catalogs/CKR_CKS.pdf","//media.digikey.com/Photos/Illinois%20Capacitor/CKS-Series-21.5%28HS%29.JPG","1572-1712-ND","228CKS016MLU","Illinois Capacitor","Illinois Capacitor","CAP ALUM 2200UF 20% 16V RADIAL","3,308","0.85","0","1","Bulk","CKS","Active","2200 µF","±20%","16 V","151mOhm @ 120Hz","2000 Hrs @ 85°C","-40°C ~ 85°C","Polar","-","General Purpose","1.01 A @ 120 Hz","1.414 A @ 100 kHz","-","0.197"" (5.00mm)","0.394"" Dia (10.00mm)","0.846"" (21.50mm)","-","Through Hole","Radial, Can"
"https://www.cde.com/resources/catalogs/CKH_CKE.pdf","//media.digikey.com/Photos/Illinois%20Capacitor/CKE-Series_17-26%28HT%29.jpg","1572-1409-ND","228CKE025M","Illinois Capacitor","Illinois Capacitor","CAP ALUM 2200UF 20% 25V RADIAL","1,216","1.41","0","1","Bulk","CKE","Active","2200 µF","±20%","25 V","135.6mOhm @ 120Hz","2000 Hrs @ 105°C","-40°C ~ 105°C","Polar","-","General Purpose","1.175 A @ 120 Hz","1.645 A @ 100 kHz","-","0.197"" (5.00mm)","0.492"" Dia (12.50mm)","1.043"" (26.50mm)","-","Through Hole","Radial, Can"
"https://www.cde.com/resources/catalogs/TTA.pdf","//media.digikey.com/Photos/Illinois%20Capacitor/336TTA160M.jpg","477TTA100M-ND","477TTA100M","Illinois Capacitor","Illinois Capacitor","CAP ALUM 470UF 20% 100V AXIAL","1,493","3.2","0","1","Bulk","TTA","Active","470 µF","±20%","100 V","353mOhm @ 120Hz","2000 Hrs @ 85°C","-40°C ~ 85°C","Polar","-","General Purpose","960 mA @ 120 Hz","1.3248 A @ 50 kHz","-","-","0.630"" Dia x 1.220"" L (16.00mm x 31.00mm)","-","-","Through Hole","Axial, Can"
"https://www.cde.com/resources/catalogs/TTA.pdf","//media.digikey.com/Photos/Illinois%20Capacitor/336TTA160M.jpg","1572-1294-ND","106TTA050M","Illinois Capacitor","Illinois Capacitor","CAP ALUM 10UF 20% 50V AXIAL","91","0.83","0","1","Bulk","TTA","Active","10 µF","±20%","50 V","19.8944Ohm @ 120Hz","2000 Hrs @ 85°C","-40°C ~ 85°C","Polar","-","General Purpose","50 mA @ 120 Hz","85 mA @ 50 kHz","-","-","0.197"" Dia x 0.512"" L (5.00mm x 13.00mm)","-","-","Through Hole","Axial, Can"
"https://www.cde.com/resources/catalogs/TTA.pdf","//media.digikey.com/Photos/Illinois%20Capacitor/336TTA160M.jpg","1572-1126-ND","337TTA050M","Illinois Capacitor","Illinois Capacitor","CAP ALUM 330UF 20% 50V AXIAL","363","2.12","0","1","Bulk","TTA","Active","330 µF","±20%","50 V","502mOhm @ 120Hz","2000 Hrs @ 85°C","-40°C ~ 85°C","Polar","-","General Purpose","565 mA @ 120 Hz","779.7 mA @ 50 kHz","-","-","0.394"" Dia x 1.024"" L (10.00mm x 26.00mm)","-","-","Through Hole","Axial, Can"
"https://www.cde.com/resources/catalogs/TTA.pdf","//media.digikey.com/Photos/Illinois%20Capacitor/336TTA160M.jpg","1572-1105-ND","227TTA100M","Illinois Capacitor","Illinois Capacitor","CAP ALUM 220UF 20% 100V AXIAL","111","2.43","0","1","Bulk","TTA","Active","220 µF","±20%","100 V","1.507Ohm @ 120Hz","2000 Hrs @ 85°C","-40°C ~ 85°C","Polar","-","General Purpose","560 mA @ 120 Hz","772.8 mA @ 50 kHz","-","-","0.512"" Dia x 1.024"" L (13.00mm x 26.00mm)","-","-","Through Hole","Axial, Can"
"https://www.cde.com/resources/catalogs/TTA.pdf","//media.digikey.com/Photos/Illinois%20Capacitor/336TTA160M.jpg","1572-1113-ND","228TTA025M","Illinois Capacitor","Illinois Capacitor","CAP ALUM 2200UF 20% 25V AXIAL","86","4.4","0","1","Bulk","TTA","Active","2200 µF","±20%","25 V","143mOhm @ 120Hz","2000 Hrs @ 85°C","-40°C ~ 85°C","Polar","-","General Purpose","1.48 A @ 120 Hz","1.8944 A @ 50 kHz","-","-","0.630"" Dia x 1.220"" L (16.00mm x 31.00mm)","-","-","Through Hole","Axial, Can"
"https://www.cde.com/resources/catalogs/TTA.pdf","//media.digikey.com/Photos/Illinois%20Capacitor/336TTA160M.jpg","1572-1655-ND","106TTA350M","Illinois Capacitor","Illinois Capacitor","CAP ALUM 10UF 20% 350V AXIAL","1,775","2","0","1","Bulk","TTA","Active","10 µF","±20%","350 V","33.16Ohm @ 120Hz","2000 Hrs @ 85°C","-40°C ~ 85°C","Polar","-","General Purpose","100 mA @ 120 Hz","170 mA @ 50 kHz","-","-","0.512"" Dia x 1.024"" L (13.00mm x 26.00mm)","-","-","Through Hole","Axial, Can"
"https://www.cde.com/resources/catalogs/CKH_CKE.pdf","//media.digikey.com/Photos/Illinois%20Capacitor/CKE-Series_17-26%28HT%29.jpg","1572-1657-ND","107CKE100MLQ","Illinois Capacitor","Illinois Capacitor","CAP ALUM 100UF 20% 100V RADIAL","330","0.82","0","1","Bulk","CKE","Active","100 µF","±20%","100 V","1.326Ohm @ 120Hz","2000 Hrs @ 105°C","-40°C ~ 105°C","Polar","-","General Purpose","240 mA @ 120 Hz","396 mA @ 100 kHz","-","0.197"" (5.00mm)","0.394"" Dia (10.00mm)","0.689"" (17.50mm)","-","Through Hole","Radial, Can"
"https://www.cde.com/resources/catalogs/TTA.pdf","//media.digikey.com/Photos/Illinois%20Capacitor/336TTA160M.jpg","1572-1742-ND","476TTA250M","Illinois Capacitor","Illinois Capacitor","CAP ALUM 47UF 20% 250V AXIAL","37","3.73","0","1","Bulk","TTA","Active","47 µF","±20%","250 V","7.055Ohm @ 120Hz","2000 Hrs @ 85°C","-40°C ~ 85°C","Polar","-","General Purpose","255 mA @ 120 Hz","390.15 mA @ 50 kHz","-","-","0.630"" Dia x 1.220"" L (16.00mm x 31.00mm)","-","-","Through Hole","Axial, Can"
"https://www.cde.com/resources/catalogs/TTA.pdf","//media.digikey.com/Photos/Illinois%20Capacitor/336TTA160M.jpg","1572-1714-ND","228TTA010M","Illinois Capacitor","Illinois Capacitor","CAP ALUM 2200UF 20% 10V AXIAL","507","1.98","0","1","Bulk","TTA","Active","2200 µF","±20%","10 V","211mOhm @ 120Hz","2000 Hrs @ 85°C","-40°C ~ 85°C","Polar","-","General Purpose","1.1 A @ 120 Hz","1.408 A @ 50 kHz","-","-","0.512"" Dia x 1.024"" L (13.00mm x 26.00mm)","-","-","Through Hole","Axial, Can"
"https://www.cde.com/resources/catalogs/TTA.pdf","//media.digikey.com/Photos/Illinois%20Capacitor/336TTA160M.jpg","1572-1751-ND","477TTA010M","Illinois Capacitor","Illinois Capacitor","CAP ALUM 470UF 20% 10V AXIAL","10,590","1.03","0","1","Bulk","TTA","Active","470 µF","±20%","10 V","846.6mOhm @ 120Hz","2000 Hrs @ 85°C","-40°C ~ 85°C","Polar","-","General Purpose","350 mA @ 120 Hz","-","-","-","0.315"" Dia x 0.630"" L (8.00mm x 16.00mm)","-","-","Through Hole","Axial, Can"
"https://www.illinoiscapacitor.com/pdf/seriesDocuments/RZM%20series.pdf","//media.digikey.com/Photos/Illinois%20Capacitor/MFG_RZM-Series.jpg","1572-1756-ND","687RZM035M1320","Illinois Capacitor","Illinois Capacitor","CAP ALUM 680UF 20% 35V RADIAL","53","1.17","0","1","Bulk","RZM","Active","680 µF","±20%","35 V","341mOhm @ 120Hz","3000 Hrs @ 105°C","-55°C ~ 105°C","Polar","-","General Purpose","-","-","195 mOhms","0.197"" (5.00mm)","0.492"" Dia (12.50mm)","0.866"" (22.00mm)","-","Through Hole","Radial, Can"
